Account_Number,Batch_Number,Lab_Number,PosNo,Assoc_Number,Line_Number,Date_Sampled,Date_Received,Date_Reported,Grower,Field_ID,Sample_ID,Submitted_by,Company,Address_1,Address_2,City_State_Zip,Depth_1,Soil_pH,Buffer_pH,Lime_Legume_T_A,Lime_Non_T_A,Excess_Lime,Soluble_Salts,OM_pct,NO3_D1_ppm,NO3_D1_lbs_A,NO3_D2_ppm,NO3_D2_lbs_A,NO3_D3_ppm,NO3_D3_lbs_A,NO3_Total_lbs_A,NO3_Total_Depth,Bray_P1_ppm,Bicarb_P_ppm,Bray_P2_ppm,Mehlich2_P_ppm,Mehlich3_P_ppm,SO4_ppm,ExchK_ppm,ExchCa_ppm,ExchMg_ppm,ExchNa_ppm,Zn_ppm,Fe_ppm,Mn_ppm,Cu_ppm,Boron_ppm,CEC_me_100g,Base_Sat_pct,H_Sat_pct,Ca_Sat_pct,Mg_Sat_pct,K_Sat_pct,Na_Sat_pct,SOL_Ca_me_L,SOL_Mg_me_L,SOL_Na_me_L,SAR,ESP,Gypsum_T_A,Sand_pct,Silt_pct,Clay_pct,Soil_Texture,Cl_D1_ppm,Cl_D1_lbs_A,Cl_D2_ppm,Cl_D2_lbs_A,Cl_Total_lbs_A,NH4_D1_ppm,NH4_D1_lbs_A,Al_ppm,Total_Nitrogen_pct,xCrop_Name,xCrop_Yield_Unit,xRec_N_lbs_A,xRec_P2O5_lbs_A,xRec_K2O_lbs_A,xRec_S_lbs_A,xRec_Zn_lbs_A,xRec_MgO_lbs_A,xRec_Fe_lbs_A,xRec_Mn_lbs_A,xRec_Cu_lbs_A,xRec_B_lbs_A,xRec_Cl_lbs_A,xRec_Lime_T_A,HM_As_ppm,HM_Ba_ppm,HM_Cd_ppm,HM_Cr_ppm,HM_Co_ppm,HM_Pb_ppm,HM_Mo_ppm,HM_Ni_ppm,HM_Se_ppm,HM_Ag_ppm
42220,60613,1115619,38,1115619,1,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,A5,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.4,,,,N,2.04,5,15.4,37,,,,,37,8,,73,,,,98,508,1770,129,132,4.9,111,5.9,4.5,2.2,11.8,100,0,78,9,11,2,10.87,2.09,6.08,2.39,2,0,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115620,39,1115619,2,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,B5,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.5,,,,N,1.82,4.8,20.8,50,,,,,50,8,,70,,,,91,561,1620,151,143,4.2,83.3,5.3,4,1.8,11.4,100,0,73,11,13,3,8.78,2.33,6.69,2.84,3,0,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167420,39,1167419,2,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,A6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,7.6,,,,L,1.46,1.4,0.6,2,,,,,,,,16,,,,95,427,1280,222,231,0.7,42.7,26,2.9,1.2,10.3,100,0,64,18,11,7,5.96,1.94,11.08,5.57,7,0,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167421,40,1167419,3,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,B6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.6,,,,L,1.54,2.6,2.2,8,,,,,12,24,,38,,,,90,741,1740,104,81,1.4,39,13.3,2.6,1.1,11.8,100,0,75,7,16,2,10.53,1.11,4.78,1.98,2,0,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115621,40,1115619,3,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,C5,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.5,,,,N,1.78,4.1,8.1,19,,,,,19,8,,63,,,,91,527,1670,131,161,4.5,94.5,4.3,4,2,11.5,100,0,75,9,12,4,8.9,1.91,8.04,3.46,4,0,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115622,41,1115619,4,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,D5,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.7,,,,N,1.44,4.2,8.9,21,,,,,21,8,,64,,,,64,544,1530,164,136,5.8,104,6.4,5.6,2.5,11,100,0,71,12,13,4,5.15,1.65,6.24,3.38,4,0,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167422,41,1167419,4,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,B6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.1,,,,L,1.54,1.3,1,4,,,,,,,,18,,,,105,479,1230,240,316,0.5,28.2,15.1,2,0.9,10.8,100,0,59,19,11,11,5.89,2.18,16.83,8.38,11,1.5,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167423,42,1167419,5,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,C6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.9,,,,L,1.4,2.8,1.2,4,,,,,7,24,,39,,,,106,813,1940,100,76,1.7,52.9,14.4,2.9,1.4,12.9,100,0,77,6,16,1,11.19,0.95,4.06,1.65,1,0,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115623,42,1115619,5,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,F5,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.6,,,,N,1.48,4,8.5,20,,,,,20,8,,69,,,,81,558,1560,163,141,4.5,88.1,4.9,5.3,2.2,11.2,100,0,71,12,13,4,6.98,2.07,6.93,3.26,4,0,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115624,43,1115619,6,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,G5,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.9,,,,N,1.12,3.9,12.6,30,,,,,30,8,,59,,,,55,556,1390,174,130,4.3,84.4,5.5,4.5,2.1,10.4,100,0,68,14,14,4,3.71,1.42,5.71,3.57,4,0,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167424,43,1167419,6,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,C6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8,,,,L,1.36,1.5,0.9,3,,,,,,,,18,,,,127,479,1560,228,292,0.7,38.9,11.9,2.5,1.2,12.2,100,0,65,16,10,9,6.69,1.79,14.4,6.99,9,1.2,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167425,44,1167425,1,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,D6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.9,,,,L,1.44,2.8,1.1,4,,,,,8,24,,38,,,,91,757,1710,104,120,1.4,39.4,10.6,2.4,1.2,11.9,100,0,74,7,16,3,10.6,0.9,6.48,2.7,3,0,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115625,44,1115625,1,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,A6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.1,,,,N,1.38,3.1,8.8,21,,,,,21,8,,45,,,,96,424,1490,75,110,2.8,99.4,5.5,3.9,1.8,9.6,100,0,80,7,11,2,15.75,1.95,7.24,2.43,2,0,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115626,45,1115625,2,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,B6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.1,,,,N,1.8,4,7.8,19,,,,,19,8,,57,,,,108,428,1580,73,110,3.5,120,4.7,4.7,1.8,10.1,100,0,81,6,11,2,17.53,1.99,7.24,2.32,2,0,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167426,45,1167425,2,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,D6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.3,,,,L,1.48,1.3,1,4,,,,,,,,18,,,,177,390,1470,338,623,0.6,35,8.8,2.3,1.1,13.9,100,0,57,20,7,16,7.17,3.31,26.8,11.71,16,1.9,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167427,46,1167425,3,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,E6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.8,,,,L,1.66,2.8,2.3,8,,,,,20,24,,45,,,,127,766,1940,166,134,1.8,49,6.2,2.9,1.4,13.6,100,0,74,10,14,2,10.73,1.74,6.22,2.49,2,0,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115627,46,1115625,3,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,C6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7,,,,N,2.14,4,6.3,15,,,,,15,8,,57,,,,106,436,1750,80,135,3.1,107,4.1,4.2,1.9,11.1,100,0,82,6,10,2,22.6,2.35,8.35,2.36,2,0,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115628,47,1115625,4,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,D6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.2,,,,N,1.84,3.6,4.9,12,,,,,12,8,,53,,,,96,464,1720,90,153,3,104,4.1,4.3,1.9,11.2,100,0,79,7,11,3,18.2,2.11,8.85,2.78,3,0,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167428,47,1167425,4,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,E6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.1,,,,L,1.5,1.5,3.3,12,,,,,,,,21,,,,139,431,1590,499,686,0.8,43,6.5,2.8,1.3,16.2,100,0,53,26,7,14,2.93,1.14,14.57,10.21,14,2.2,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167429,48,1167425,5,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,F6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.8,,,,L,1.28,3.1,3.8,14,,,,,25,24,,44,,,,108,715,1840,93,84,1.9,56.4,6.6,2.8,1.6,12.2,100,0,77,6,15,2,11.99,1,5.02,1.97,2,0,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115629,48,1115625,5,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,E6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.2,,,,N,1.72,3.9,6.1,15,,,,,15,8,,56,,,,84,440,1580,93,122,3,93.1,5.2,4.4,1.9,10.3,100,0,78,8,11,3,15.04,1.92,7.69,2.64,3,0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115630,49,1115625,6,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,F6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.3,,,,N,1.78,3.6,5.7,14,,,,,14,8,,73,,,,89,450,1850,97,157,2.6,88,4.2,4,1.8,11.9,100,0,80,7,10,3,17.33,1.87,8.61,2.78,3,0,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167430,49,1167425,6,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,F6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,7.8,,,,L,1.52,1.4,3,11,,,,,,,,24,,,,156,449,1550,199,273,0.7,38.2,7.6,2,1.4,11.7,100,0,68,14,10,8,8.76,2.13,14.49,6.21,8,1.2,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167431,50,1167431,1,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,G6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.5,,,,L,1.48,2.8,4,14,,,,,23,24,,53,,,,157,824,2190,130,115,2.1,62.6,5.6,3,1.6,14.6,100,0,78,7,14,1,19.77,2.39,5.94,1.78,1,0,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115631,50,1115631,1,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,G6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.3,,,,N,2,4,5.1,12,,,,,12,8,,63,,,,96,444,1880,83,147,3.2,98.3,4.7,4.4,1.9,11.9,100,0,81,6,10,3,19.32,1.96,8.77,2.69,3,0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115632,51,1115631,2,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,C4 2,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7,,,,N,1.5,4.5,12.4,30,,,,,30,8,,60,,,,128,491,1530,89,124,3.8,135,5,4.8,2,10.2,100,0,78,7,12,3,10.4,1.43,6.28,2.58,3,0,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,
42220,121713,1167432,51,1167431,2,,12/17/2013,1/21/2014,PCP FIELD 4,F4 12 6 13,G6,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.2,,,,L,1.98,1.3,2.6,9,,,,,,,,25,,,,190,429,1810,394,571,0.8,41.4,5.7,2.4,1.2,15.9,100,0,60,21,7,12,8.21,3.71,22.02,9.02,12,0.6,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42220,60613,1115633,52,1115631,3,,6/6/2013,7/2/2013,PACIFIC COAST PRODUCERS,F4 5 30 13,D4 2,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-8,7.7,,,,N,1.14,4.3,11,26,,,,,26,8,,65,,,,57,550,1550,164,155,5.3,89.5,5.8,5.1,2.1,11.2,100,0,70,12,13,5,4.09,1.33,6.49,3.94,5,0,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167158,71,1167158,1,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,A3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.8,,,,N,0.94,2.5,1.2,4,,,,,8,24,,42,,,,47,829,1540,123,71,2.1,75.7,20.4,4,1.5,11.2,100,0,70,9,19,2,5.2,0.79,3.79,2.19,2,0,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167159,72,1167158,2,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,A3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.1,,,,N,0.98,1.4,1.2,4,,,,,,,,20,,,,39,511,1350,271,236,0.7,63.2,35,3.9,1.2,11.3,100,0,60,20,12,8,2.95,0.92,9.07,6.52,8,1.9,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167160,73,1167158,3,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,B3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,8,,,,N,0.94,2.6,1,4,,,,,6,24,,43,,,,35,906,1650,129,67,1.9,85.3,15.7,3.6,1.5,11.9,100,0,69,9,20,2,3.86,0.51,2.96,2,2,0,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167161,74,1167158,4,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,B3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.1,,,,N,1.02,1.4,0.6,2,,,,,,,,22,,,,46,622,1710,225,238,1.1,47.9,19.6,3.1,1.2,13.1,100,0,66,14,12,8,3.17,0.51,8.81,6.49,8,1.9,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167162,75,1167158,5,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,C3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,8.4,,,,N,0.96,2.5,2,7,,,,,13,24,,47,,,,35,864,1520,197,199,1.8,56.4,12.7,3.3,1.4,12.3,100,0,62,13,18,7,2.09,0.33,6.16,5.6,7,0,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167163,76,1167158,6,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,C3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.5,,,,N,1.22,1.2,1.7,6,,,,,,,,19,,,,41,433,1210,294,496,0.5,36.3,15.8,2.4,1,11.8,100,0,51,21,9,19,1.61,0.36,13.21,13.31,19,2.5,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167164,77,1167164,1,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,D3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,8.2,,,,N,1.18,2.8,5.2,19,,,,,29,24,,41,,,,34,973,1440,148,144,1.6,48.1,9,2.8,1.5,11.6,100,0,61,11,22,6,2.59,0.32,5.86,4.86,6,0,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167165,78,1167164,2,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,D3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.4,,,,N,1.2,1.3,2.9,10,,,,,,,,22,,,,49,468,1260,225,357,0.5,30.6,10.1,1.9,1.2,10.9,100,0,57,17,11,15,2.4,0.65,13.59,11,15,1.9,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167166,79,1167164,3,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,E3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.9,,,,N,1.26,2.7,8.8,32,,,,,44,24,,39,,,,51,943,1570,180,206,1.6,41.5,8,2.8,1.3,12.7,100,0,62,12,19,7,3.49,0.88,8.01,5.42,7,0,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167167,80,1167164,4,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,E3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.3,,,,N,1.56,1.2,3.3,12,,,,,,,,20,,,,76,371,1230,302,476,0.6,26.1,7.4,1.7,1,11.7,100,0,51,22,8,19,2.64,1.12,18.57,13.54,19,4.3,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167168,81,1167164,5,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,F3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,8,,,,N,0.98,2.6,6.7,24,,,,,34,24,,49,,,,23,872,1610,194,199,2.5,55.4,7.6,3.1,1.5,12.8,100,0,64,13,17,6,2.14,0.25,5.51,5.04,6,0,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167169,82,1167164,6,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,F3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.4,,,,N,1.56,1.3,2.8,10,,,,,,,,18,,,,37,367,1570,514,766,0.5,38.9,5.8,2.6,1.1,16.4,100,0,46,26,6,22,1.03,0.09,11.69,15.62,22,3.1,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167170,83,1167170,1,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,G3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.9,,,,N,1.18,2.7,5.8,21,,,,,31,24,,44,,,,23,924,1500,180,184,2.2,53.7,8.9,3.3,1.5,12.2,100,0,63,12,19,6,1.58,0.16,4.56,4.89,6,0,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167171,84,1167170,2,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,G3,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.4,,,,N,1.56,1.4,2.7,10,,,,,,,,20,,,,34,395,1540,594,901,0.6,32.6,5.8,2.4,1,17.6,100,0,43,28,6,23,1.05,0.18,12.68,16.17,23,3.4,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167172,85,1167170,3,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,A4,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.9,,,,N,0.96,2.7,0.5,2,,,,,4,24,,37,,,,38,1121,1410,113,63,1.5,60.7,16,3.1,1.1,11.1,100,0,64,8,26,2,1.93,0.07,2.02,2.02,2,0,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167173,86,1167170,4,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,A4,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,7.8,,,,N,0.94,1.4,0.5,2,,,,,,,,21,,,,51,834,1470,175,83,0.8,49.7,24.8,2.9,1,11.3,100,0,66,13,19,2,3.65,0.81,3.53,2.36,2,0,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167174,87,1167170,5,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,B4,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,8.1,,,,N,1,2.4,0.4,1,,,,,2,24,,34,,,,37,1234,1340,104,52,2.1,58.1,17.8,2.9,1.2,11,100,0,62,8,29,1,3.72,0.63,2.73,1.85,1,0,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167175,88,1167170,6,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,B4,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.1,,,,N,1.46,1.4,0.3,1,,,,,,,,17,,,,96,733,1470,272,239,0.6,39.2,19.2,2.6,1.1,12.5,100,0,61,18,15,6,5.36,2.24,9.6,4.92,6,0,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167176,89,1167176,1,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,C4,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,7.9,,,,N,0.88,2.5,2,7,,,,,12,24,,35,,,,28,1048,1240,127,71,1.4,50.8,15.8,3,1.2,10.3,100,0,62,10,26,2,2.58,0.45,3.04,2.47,2,0,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167177,90,1167176,2,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,C4,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,24-Dec,8.1,,,,N,0.92,1.2,1.4,5,,,,,,,,24,,,,33,602,1340,230,162,0.5,35.2,14.4,2.4,1,10.9,100,0,62,18,14,6,2.19,0.52,5.34,4.59,6,0,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
42220,121613,1167178,91,1167176,3,,12/16/2013,1/8/2014,PCP FIELD 4,F4 12 06 2013,D4,BILL SCHEURER,PACIFIC COAST PRODUCERS,8080 RAILROAD AVE,PO BOX 254,PALERMO CA  95968,0-12,8,,,,N,1.08,2.7,4,14,,,,,21,24,,41,,,,35,1169,1340,206,151,2.1,55.8,9.6,3.5,1.5,12.1,100,0,55,14,25,6,1.7,0.23,4.54,4.62,6,0,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,
